,head,relation,tail,literal,narrative,dialogue,speakers,PersonX,PersonY,PersonZ,original_index,split,head_answer,pmi_head_answer,relation_tail_answer,pmi_relation_tail_answer
48,PersonX makes PersonY relax,xNeed,to make PersonY feel better,Breasia made Jonah feel better. Breasia makes Jonah relax.,"Breasia helps Jonah feel better by making him relax. Breasia has a calming effect on Jonah, which helps take his mind off of whatever is stressing him out.","[""Hey, what's up? You seem a little tense.""
 ""Yeah, I'm just feeling a bit overwhelmed right now. Everything seems to be piling up and I can't keep up.""
 ""It sounds like you're really struggling. Do you want to talk about it? I'm here to listen.""
 ""It's just...I don't know. Work has been crazy lately and on top of that, my relationship is going through some rough patches. I feel like I'm constantly fighting and I don't know how to make it stop.""
 ""Wow, that does sound tough. It sounds like you're feeling really helpless right now.""
 ""Yeah...I guess I am. I just feel so lost and alone sometimes. Even when I'm with people, I feel like nobody really gets me.""
 ""That definitely sounds isolating and scary. But you know, even though it might not feel like it sometimes, you're not alone in this world. There are people who care about you and want to help you through this tough time. So please don't give up hope, okay?""
 'Yeah...okay. Thank you, Breasia. Just talking to you has already made me feel a bit better.'
 ""I'm glad I could help. If you ever need to talk again, don't hesitate to reach out to me, okay? I'm always here for you.""]","['Breasia' 'Jonah' 'Breasia' 'Jonah' 'Breasia' 'Jonah' 'Breasia' 'Jonah'
 'Breasia']",Breasia,Jonah,,6439467,train,Yes,Yes,Yes,Yes
49,PersonX thinks PersonY is losing it,xWant,to make PersonY feel better,Trever thinks Aleksandar is losing it. Now Trever wants to make Aleksandar feel better.,"Trever thinks Aleksandar is losing it. He sees her talking to herself and hears her crying in her room at night. Trever wants to make Aleksandar feel better, so he starts spending more time with her and talking to her about what's going on in her life.","[""Hey, Aleksandar. I noticed you've been talking to yourself a lot lately and you always seem really upset. Is everything okay?""
 ""Yeah, I'm fine. Just ignore me, I'm just being weird.""
 ""No, I don't want to ignore you. I want to help you if you're going through something tough. Tell me what's wrong.""
 ""It's just that my life sucks right now and I don't know how to make it better. Everything is falling apart and I feel like I'm losing control.""
 ""Okay, well let's start with one thing at a time then. What's the worst part of your life right now?""
 ""My parents are getting divorced and it's really hard to see them fight all the time. They're always yelling at each other and it makes me feel really uncomfortable. Plus, my dad is moving out of state for his job so I won't even get to see him that much anymore.""
 'That sounds really tough, Aleksandar. But you know that your parents still love you no matter what, right? And even though they\'re getting divorced, they\'ll still be there for you when you need them.""'
 ""Yeah, I know. But it's still really hard to see them fighting all the time and not being able to do anything about it.""
 'I can imagine. It sounds like you feel really helpless right now.'
 'Yeah, I do. I just wish there was something I could do to make it all stop.'
 ""Well, sometimes when people are going through a tough time, they find comfort in talking to someone who will understand and listen to them. Maybe that's something you could try? Just finding someone to talk to about how you're feeling?""
 'Yeah, maybe that would help. Thanks for listening, Trever. It feels good to get all of this off my chest.""']","['Trever' 'Aleksandar' 'Trever' 'Aleksandar' 'Trever' 'Aleksandar'
 'Trever' 'Aleksandar' 'Trever' 'Aleksandar' 'Trever' 'Aleksandar']",Trever,Aleksandar,,148410,train,Yes,Yes,Yes,Yes
50,PersonX tells PersonY about the rain,xIntent,to make PersonY feel better,Jaleen tells Shaw about the rain because Jaleen wants to make Shaw feel better.,Jaleen tells Shaw about the rain because Jaleen wants to make Shaw feel better. He says that the rain is like a big blanket that is covering everything and making everything wet.,"[""It's really raining out there, huh?"" ""Yeah. It's been raining all day.""
 ""It's like a big blanket, covering everything and making everything wet.""
 'Yeah. I hate the rain.' 'Why do you hate the rain?'
 ""I don't know. It just makes me feel bad.""
 ""Well, maybe it's because you're already feeling down and the rain just makes it worse.""
 'Yeah, that might be it.'
 'But you know what they say, April showers bring May flowers. So maybe this rain will bring some good things your way.'
 'I hope so. Thanks for cheering me up, Jaleen.']","['Jaleen' 'Shaw' 'Jaleen' 'Shaw' 'Jaleen' 'Shaw' 'Jaleen' 'Shaw' 'Jaleen'
 'Shaw']",Jaleen,Shaw,,152098,train,Yes,Yes,Yes,Yes
51,PersonX builds PersonY’s confidence,xIntent,to make PersonY feel better,Macee builds Cedric’s confidence because Macee wants to make Cedric feel better.,"Macee wants to make Cedric feel better, so Macee builds Cedric’s confidence. For example, when Cedric makes a mistake, Macee is quick to tell her that it’s not a big deal and that she’ll do better next time.","[""Hey, it's okay. Everyone makes mistakes. I'm sure you'll do better next time.""
 'Yeah, I guess so. Thanks for understanding, Macee.'
 ""Of course! I know how you feel. I've been there before too."" 'Really?'
 ""Yeah, totally. We all have our off days. Just pick yourself up and keep going, okay? You're strong and capable, Cedric. I know you can do it!""
 'Thanks, Macee. Just hearing you say that makes me feel a lot better.'
 ""I'm just telling the truth! You're an amazing person, Cedric. Don't let anyone tell you otherwise.""]",['Macee' 'Cedric' 'Macee' 'Cedric' 'Macee' 'Cedric' 'Macee'],Macee,Cedric,,154755,train,Yes,Yes,Yes,Yes
53,PersonX grasps PersonY’s head,xIntent,to make PersonY feel better,Angelita grasps Zenobia’s head because Angelita wants to make Zenobia feel better.,"Angelita grasps Zenobia's head and begins to massage it with his hands. Angelita wants to make Zenobia feel better because he can see that Zenobia is stressed out. Angelita has known Zenobia for a long time, and he knows that Zenobia is always tense.","[""You seem really stressed out, Zenobia. What's going on?""
 ""I'm just having a tough time lately. I don't know what to do.""
 ""Well, let me help you relax. I'll give you a head massage.""
 'Thank you, Angelita. That would be great.'
 'Okay, close your eyes and let me work my magic.' 'All right.'
 ""Just breathe deeply and try to relax. I'll take care of everything else.""
 'Thank you, Angelita. This feels really good.""']","['Angelita' 'Zenobia' 'Angelita' 'Zenobia' 'Angelita' 'Zenobia' 'Angelita'
 'Zenobia']",Angelita,Zenobia,,169572,train,Yes,Yes,Yes,Yes
55,PersonX and PersonY have a long talk,xIntent,to make PersonY feel better,Izik and Shianna have a long talk because Izik wants to make Shianna feel better.,"Izik and Shianna had a long talk because Izik wanted to make Shianna feel better. Izik asked Shianna how she was feeling, and Shianna said that she felt sad and scared. Izik told Shianna that it was okay to feel those things, and that she would always be there for her.","['Hey, Shianna. How are you feeling today?'
 ""I'm feeling a bit sad and scared today.""
 ""It's okay to feel that way. Can you tell me more about what's making you feel that way?""
 ""I guess I'm just feeling really overwhelmed right now. Everything seems so uncertain and I don't know what's going to happen next.""
 ""Yeah, I can understand that. These are definitely strange and worrying times we're living in. But you know, we'll get through this together. I'm always here for you, no matter what happens.""
 'Thank you, Izik. That means a lot to me.'
 ""Of course, sweetie. Now, why don't we take some deep breaths together and see if that makes you feel any better?""]",['Izik' 'Shianna' 'Izik' 'Shianna' 'Izik' 'Shianna' 'Izik'],Izik,Shianna,,187369,train,Yes,Yes,Yes,Yes
56,PersonX makes a nest for PersonY,xIntent,to make PersonY feel better,Kody makes a nest for Athan because Kody wants to make Athan feel better.,"Kody wanted to make Athan feel better, so Kody made a nest for Athan. The nest was made out of soft materials that would be comfortable for Athan to sit in. Kody placed the nest in a spot where Athan would be able to see the outside and relax.","['Hey Athan, I made this nest for you to sit in. I wanted you to be able to relax and see the outside.'
 'Oh Kody, thank you so much. This is really sweet of you.'
 'No problem, I just wanted to make you feel better.'
 ""It's really cozy in here. I appreciate it.""
 'Yeah, no problem. So how are you feeling?'
 'A little better, thanks to you.']",['Kody' 'Athan' 'Kody' 'Athan' 'Kody' 'Athan'],Kody,Athan,,196111,train,Yes,Yes,Yes,Yes
58,PersonX persuades PersonY to drink water,xIntent,to make PersonY feel better,Tommy persuades Nancy to drink water because Tommy wants to make Nancy feel better.,"Tommy saw that Nancy was looking tired, so he suggested that she drink some water. Nancy didn't want to, but Tommy persuaded her by saying that it would make her feel better. In the end, she decided to listen to him and drank a whole glass of water.","[""Hey, Nancy, you look a little tired. Why don't you drink some water? It'll make you feel better.""
 ""I don't really want to, but maybe you're right. I'll give it a try.""
 'Good idea. Here, have a whole glass. You need to stay hydrated, especially in this heat.'
 'Alright, thank you. I feel a little better already.'
 ""You're welcome. Just make sure you keep drinking water throughout the day, okay?""
 'I will, thank you.']",['Tommy' 'Nancy' 'Tommy' 'Nancy' 'Tommy' 'Nancy'],Tommy,Nancy,,247132,train,Yes,Yes,Yes,Yes
59,PersonX expresses kindness toward PersonY,xIntent,to make PersonY feel better,Nylah expresses kindness toward Davidson because Nylah wants to make Davidson feel better.,Nylah expresses kindness toward Davidson by bringing her a teddy bear and a get-well card. Nylah also stays to chat with Davidson for a while to help cheer her up.,"['Hey, Davidson. I brought you a teddy bear and a get-well card.'
 ""Aww, thank you, Nylah! That's really sweet of you.""
 'No problem. I wanted to come and cheer you up. How are you feeling?'
 ""I'm feeling a little better, but I'm still pretty tired.""
 ""Yeah, being sick is never fun. But I'm glad you're feeling better.""
 ""Thanks, Nylah. It's nice to have a friend like you to talk to.""]",['Nylah' 'Davidson' 'Nylah' 'Davidson' 'Nylah' 'Davidson'],Nylah,Davidson,,247160,train,Yes,Yes,Yes,Yes
60,PersonX whispers something to PersonY,xIntent,to make PersonY feel better,Jordan whispers something to Arianne because Jordan wants to make Arianne feel better.,"Jordan whispers, ""I'm here for you,"" to Arianne because Jordan wants to make Arianne feel better.","[""I'm here for you, Arianne. I know this must be really tough for you.""
 'Thank you, Jordan. I appreciate your support. It means a lot to me.'
 'Of course. I care about you a lot, and I want to help you through this however I can.'
 ""That's really sweet of you. Just knowing that you're here for me makes me feel a little better already.""
 ""Good. I'm glad I can be of some help. Do you want to talk about what happened?""
 'Yeah, I think that would actually be helpful. Thanks for being willing to listen.'
 ""Absolutely. I'm all ears whenever you're ready to talk""]",['Jordan' 'Arianne' 'Jordan' 'Arianne' 'Jordan' 'Arianne' 'Jordan'],Jordan,Arianne,,251967,train,Yes,Yes,Yes,No
61,PersonX puts his hand on PersonY's chin,xIntent,to make PersonY feel better,Jaydyn puts his hand on Emelyn's chin because Jaydyn wants to make Emelyn feel better.,"Jaydyn was really worried about Emelyn because Emelyn looked really upset. Jaydyn decided that he wanted to make Emelyn feel better, so he reached over and put his hand on Emelyn's chin.","['Hey, Emelyn. Are you okay?' ""Yeah, I'm fine.""
 ""You don't look fine. What's wrong?""
 ""It's just...I don't know. Life, I guess.""
 ""Hey, it can't be that bad. Come on, tell me what's going on.""
 ""Well, my parents are getting a divorce and it's really hard to see them both so unhappy. Plus, I'm failing math and I'm really worried about what's going to happen if I don't pass this class.""
 ""Emelyn, I'm sorry to hear about your parents. That has to be really tough for you. But as for math, we can study together and I'm sure you'll be able to pass the class no problem. Just don't stress out too much, okay? Everything will work out in the end. Trust me.""
 'Thanks, Jaydyn. Just talking to you makes me feel a lot better.'
 ""Anytime, Emelyn. That's what friends are for.""]","['Jaydyn' 'Emelyn' 'Jaydyn' 'Emelyn' 'Jaydyn' 'Emelyn' 'Jaydyn' 'Emelyn'
 'Jaydyn']",Jaydyn,Emelyn,,264334,train,Yes,Yes,Yes,Yes
